67	716	7
67	837	2
67	943	3
67	1064	29
67	1120	1
67	1167	2
67	1997	6
67	2201	24
67	2290	3
67	2377	2
67	2796	3
67	3126	6
67	3297	3
67	3456	8
67	3481	7
67	3493	2
67	3942	2
67	3953	2
67	4251	7
67	4350	1
67	4480	8
67	4507	1
67	4645	1
67	5146	5
67	5304	8
67	5805	5
67	5853	2
67	5941	1
67	6098	2
67	6122	8
67	6268	3
67	6318	1
67	6632	5
67	6646	1
67	6671	2
67	6760	4
67	6915	3
67	6936	3
67	6997	3
67	7033	9
67	7257	4
67	7597	4
67	7724	3
67	8350	3
67	8543	2
67	8786	10
67	8981	2
67	9079	2
67	9176	3
67	9388	1
67	9610	2
67	9743	1
67	9864	1
67	9918	2
67	9955	1
67	9960	4
67	10121	2
67	10165	2
67	10290	4
67	10477	1
67	10594	3
67	10751	1
67	10808	1
67	11044	10
67	11538	2
67	11589	1
67	11656	1
67	11663	3
67	11728	1
67	11846	1
67	11977	1
67	12116	1
67	12354	3
67	12357	25
67	12808	2
67	12833	6
67	12970	2
67	13142	6
67	13315	1
135	716	2
135	837	4
135	943	5
135	1064	17
135	1120	2
135	1997	14
135	2201	13
135	2290	2
135	2377	4
135	2796	1
135	3081	3
135	3126	2
135	3297	5
135	3456	4
135	3481	7
135	3493	2
135	3942	1
135	3953	17
135	4251	16
135	4350	1
135	4480	7
135	4507	2
135	4645	4
135	4967	11
135	5146	3
135	5245	6
135	5304	2
135	5783	2
135	5805	1
135	5853	1
135	5941	1
135	6098	6
135	6122	3
135	6318	1
135	6384	1
135	6632	6
135	6711	1
135	6760	3
135	6936	1
135	7033	6
135	7257	1
135	7597	1
135	7724	36
135	8350	1
135	8411	4
135	8786	6
135	8981	3
135	9043	2
135	9079	5
135	9158	1
135	9176	5
135	9388	10
135	9610	2
135	9864	2
135	9960	2
135	10121	1
135	10165	3
135	10477	2
135	10594	1
135	10808	7
135	11044	7
135	11378	14
135	11538	1
135	11589	5
135	11656	1
135	11728	1
135	11846	1
135	11977	1
135	12100	6
135	12116	1
135	12354	3
135	12357	13
135	12808	1
135	12833	1
135	12970	2
135	13315	1
716	1054	3
716	1064	132
716	1120	3
716	1167	1
716	1204	7
716	1997	20
716	2046	5
716	2201	89
716	2290	3
716	2376	3
716	2377	16
716	3081	4
716	3126	18
716	3238	3
716	3297	10
716	3456	29
716	3481	22
716	3493	22
716	3516	5
716	3746	6
716	3942	4
716	3953	4
716	4251	35
716	4350	4
716	4480	7
716	4507	8
716	4645	22
716	4967	1
716	5146	12
716	5304	27
716	5805	7
716	5853	8
716	5941	6
716	6098	4
716	6122	29
716	6268	17
716	6318	11
716	6384	5
716	6405	9
716	6632	17
716	6671	14
716	6711	2
716	6760	18
716	6915	2
716	6936	3
716	6997	9
716	7033	16
716	7257	4
716	7597	12
716	7724	11
716	8350	1
716	8411	1
716	8543	1
716	8786	39
716	9043	1
716	9079	9
716	9158	3
716	9176	2
716	9388	1
716	9610	3
716	9743	8
716	9918	1
716	9955	18
716	9960	2
716	10121	7
716	10165	4
716	10290	19
716	10477	1
716	10594	7
716	10751	4
716	10808	1
716	11044	7
716	11378	5
716	11538	6
716	11589	10
716	11656	6
716	11663	12
716	11728	5
716	11846	4
716	11977	5
716	12116	3
716	12357	120
716	12808	6
716	12833	8
716	12970	4
716	13142	2
716	13315	1
837	1064	26
837	1120	2
837	1167	1
837	1997	2
837	2201	9
837	2376	1
837	2796	1
837	3081	2
837	3126	4
837	3297	7
837	3456	3
837	3481	8
837	3493	3
837	3516	1
837	3746	1
837	3953	3
837	4251	1
837	4507	1
837	4645	1
837	4967	7
837	5146	1
837	5245	4
837	5783	4
837	5805	1
837	6122	1
837	6318	3
837	6646	1
837	6671	1
837	6711	3
837	6760	2
837	6936	1
837	6997	1
837	7033	7
837	7597	1
837	8350	5
837	8411	1
837	8543	5
837	8786	3
837	8981	2
837	9043	1
837	9079	2
837	9176	1
837	9610	2
837	9864	3
837	9955	1
837	10165	2
837	10290	1
837	10594	1
837	10751	3
837	11044	2
837	11589	3
837	11663	2
837	12100	1
837	12354	2
837	12357	9
837	12808	1
837	12833	2
837	13142	1
943	1064	10
943	1997	2
943	2201	2
943	2290	2
943	3126	1
943	3297	2
943	3456	1
943	3481	2
943	3493	1
943	3953	7
943	4251	6
943	4480	4
943	5146	1
943	5245	1
943	5304	2
943	5805	2
943	5941	1
943	6098	2
943	6632	2
943	6760	2
943	6915	1
943	7033	1
943	7257	1
943	7724	9
943	8786	2
943	9388	1
943	9610	2
943	9864	1
943	9918	1
943	9955	1
943	10808	1
943	11044	3
943	11378	2
943	12354	1
943	12357	2
943	12808	1
943	12833	1
943	12970	1
943	13315	1
1054	1064	7
1054	1204	1
1054	2046	6
1054	2201	9
1054	3126	1
1054	3297	1
1054	3481	1
1054	3493	1
1054	3746	2
1054	4251	4
1054	4480	1
1054	4645	5
1054	5146	1
1054	5304	5
1054	5783	1
1054	5805	1
1054	5853	4
1054	5941	6
1054	6122	12
1054	6268	1
1054	6318	1
1054	6405	1
1054	6632	1
1054	6936	1
1054	6997	1
1054	7033	5
1054	8786	2
1054	9743	6
1054	9955	2
1054	10165	3
1054	10290	11
1054	10594	1
1054	11589	4
1054	11663	2
1054	11728	3
1054	11977	1
1054	12357	18
1054	12970	3
1064	1120	23
1064	1167	24
1064	1204	7
1064	1997	109
1064	2046	30
1064	2201	413
1064	2290	41
1064	2376	18
1064	2377	69
1064	2796	18
1064	3081	36
1064	3126	68
1064	3238	12
1064	3297	54
1064	3456	146
1064	3481	134
1064	3493	131
1064	3516	26
1064	3746	18
1064	3942	13
1064	3953	24
1064	4251	129
1064	4350	23
1064	4480	71
1064	4507	47
1064	4645	75
1064	4967	1
1064	5146	32
1064	5245	17
1064	5304	108
1064	5783	6
1064	5805	52
1064	5853	24
1064	5941	33
1064	6098	37
1064	6122	153
1064	6268	75
1064	6318	51
1064	6384	18
1064	6405	52
1064	6632	60
1064	6646	10
1064	6671	30
1064	6711	13
1064	6760	79
1064	6915	25
1064	6936	24
1064	6997	50
1064	7033	120
1064	7257	18
1064	7597	34
1064	7724	45
1064	8350	28
1064	8411	11
1064	8543	19
1064	8786	151
1064	8981	5
1064	9043	12
1064	9079	40
1064	9158	20
1064	9176	27
1064	9388	21
1064	9610	46
1064	9743	19
1064	9864	8
1064	9918	13
1064	9955	55
1064	9960	21
1064	10121	27
1064	10165	37
1064	10290	96
1064	10477	4
1064	10594	21
1064	10751	30
1064	10808	8
1064	11044	103
1064	11378	15
1064	11538	16
1064	11589	51
1064	11656	18
1064	11663	56
1064	11728	15
1064	11846	20
1064	11977	16
1064	12100	21
1064	12116	22
1064	12354	9
1064	12357	515
1064	12808	18
1064	12833	73
1064	12970	40
1064	13142	13
1064	13315	19
1120	1997	6
1120	2201	14
1120	2290	1
1120	2377	3
1120	3081	2
1120	3238	1
1120	3456	4
1120	3481	5
1120	3493	2
1120	3516	2
1120	3953	4
1120	4251	7
1120	4480	2
1120	4507	1
1120	4645	2
1120	5146	2
1120	5245	2
1120	5304	3
1120	5853	1
1120	6098	1
1120	6122	2
1120	6318	1
1120	6632	3
1120	6711	1
1120	6760	3
1120	6915	5
1120	6997	1
1120	7033	13
1120	7597	2
1120	7724	3
1120	8350	2
1120	8786	9
1120	9043	1
1120	9079	3
1120	9158	1
1120	9176	2
1120	9388	3
1120	9864	1
1120	9960	1
1120	10165	1
1120	10594	1
1120	10808	1
1120	11044	7
1120	11538	1
1120	11589	2
1120	11656	1
1120	11846	1
1120	11977	1
1120	12100	1
1120	12116	2
1120	12357	22
1120	12833	2
1120	12970	1
1167	1997	1
1167	2046	2
1167	2201	12
1167	2290	2
1167	3238	1
1167	3297	2
1167	3456	3
1167	3481	11
1167	3493	2
1167	3516	1
1167	3746	1
1167	3953	1
1167	4251	1
1167	4480	2
1167	4507	2
1167	4645	2
1167	5146	1
1167	5245	5
1167	5304	1
1167	5805	3
1167	6098	2
1167	6122	5
1167	6268	1
1167	6318	1
1167	6405	1
1167	6632	2
1167	6646	1
1167	6671	1
1167	6711	1
1167	6760	6
1167	6936	3
1167	6997	2
1167	7033	4
1167	7724	10
1167	8350	3
1167	8543	1
1167	8786	4
1167	8981	4
1167	9079	3
1167	9158	3
1167	9176	6
1167	9388	2
1167	9610	3
1167	9743	3
1167	9864	1
1167	9918	2
1167	9955	1
1167	10121	1
1167	10165	2
1167	10290	1
1167	10477	1
1167	10751	2
1167	11044	1
1167	11538	1
1167	11589	3
1167	11656	2
1167	11846	1
1167	11977	1
1167	12100	1
1167	12357	13
1167	12808	1
1167	12833	5
1167	12970	3
1167	13142	1
1167	13315	2
1204	1997	1
1204	2201	13
1204	3456	1
1204	3481	1
1204	3746	1
1204	3942	1
1204	4251	7
1204	4350	1
1204	4480	2
1204	4507	1
1204	4645	6
1204	5146	2
1204	5304	4
1204	5853	3
1204	6122	7
1204	6268	3
1204	6318	1
1204	6384	2
1204	6405	7
