67	262	1
67	716	7
67	837	2
67	943	3
67	972	1
67	1064	24
67	1066	1
67	1120	1
67	1167	2
67	1201	1
67	1211	2
67	1233	1
67	1604	1
67	1869	1
67	1983	1
67	1998	5
67	2131	2
67	2163	2
67	2202	24
67	2291	3
67	2378	2
67	2447	2
67	2462	1
67	2797	3
67	2873	2
67	3120	1
67	3127	6
67	3147	5
67	3299	3
67	3458	8
67	3483	7
67	3493	2
67	3495	2
67	3527	2
67	3723	1
67	3780	1
67	3944	2
67	3955	2
67	4064	2
67	4091	3
67	4128	1
67	4227	1
67	4253	7
67	4299	3
67	4318	1
67	4352	1
67	4482	8
67	4509	1
67	4577	1
67	4647	1
67	4744	7
67	4814	10
67	4845	1
67	5150	5
67	5308	8
67	5355	1
67	5475	1
67	5487	1
67	5809	5
67	5857	2
67	5945	1
67	6102	2
67	6126	8
67	6272	3
67	6322	1
67	6636	5
67	6650	1
67	6675	2
67	6764	4
67	6919	3
67	6940	3
67	6941	1
67	7001	3
67	7037	9
67	7056	1
67	7084	3
67	7104	1
67	7261	4
67	7601	4
67	7728	3
67	8354	3
67	8364	1
67	8529	1
67	8547	2
67	8549	1
67	8790	10
67	8855	2
67	8985	2
67	9039	1
67	9083	2
67	9180	3
67	9392	1
67	9448	1
67	9502	1
67	9533	1
67	9614	2
67	9747	1
67	9838	1
67	9868	1
67	9922	2
67	9929	3
67	9959	1
67	9964	4
67	10125	2
67	10169	2
67	10294	4
67	10481	1
67	10598	3
67	10693	1
67	10755	1
67	10812	1
67	10855	1
67	11048	10
67	11348	1
67	11359	1
67	11394	1
67	11396	1
67	11408	1
67	11422	1
67	11469	1
67	11474	1
67	11542	2
67	11555	1
67	11593	1
67	11660	1
67	11667	3
67	11690	1
67	11691	2
67	11732	1
67	11850	1
67	11981	1
67	12059	1
67	12120	1
67	12358	3
67	12361	18
67	12686	1
67	12813	2
67	12838	6
67	12950	1
67	12975	2
67	13147	6
67	13226	1
67	13244	1
67	13320	1
135	146	2
135	262	1
135	317	2
135	433	2
135	716	2
135	805	1
135	837	4
135	943	5
135	1064	15
135	1120	2
135	1162	2
135	1216	1
135	1407	1
135	1759	1
135	1938	2
135	1960	1
135	1983	1
135	1998	14
135	2097	1
135	2202	13
135	2291	2
135	2378	4
135	2447	4
135	2622	1
135	2797	1
135	3025	2
135	3082	3
135	3120	1
135	3127	2
135	3142	1
135	3147	2
135	3299	5
135	3442	1
135	3458	4
135	3483	6
